HS Code,Category,Description,CD (Customs Duty),SD (Supplementary Duty),VAT (Value Added Tax),AIT (Advance Income Tax),RD (Regulatory Duty),AT (Advance Tax)
12092400,Oil Seeds & Grains,"Kentucky Blue Grass(poa pratensis L.) Seed, Of A Kind Used For Sowing",0,0,0,2,0,0
12092500,Oil Seeds & Grains,"Rye Grass(Lolium multiflorum lam., Lolium perenne L.) Seed, Of A Kind Used For Sowing",0,0,0,2,0,0
12092900,Oil Seeds & Grains,"Other Seeds Of Forage Plants, Of A Kind Used For Sowing, Nes",0,0,0,2,0,0
12093000,Oil Seeds & Grains,Seeds Of Herbaceous Plants Cultivated Principally For Their Flowers,0,0,0,2,0,0
12099100,Oil Seeds & Grains,Vegetable Seeds Of A Kind Used For Sowing,0,0,0,2,0,0
12099910,Oil Seeds & Grains,Tobacco Seeds,25,0,15,5,3,7.5
12099990,Oil Seeds & Grains,Other than Tobacco Seeds,0,0,0,2,0,0
12101010,Oil Seeds & Grains,"Hop Cones(Not Ground,Powdered Or Pellets) Fresh Or Drired, Wrapped/Canned upto 2.5 kg",10,0,15,5,0,7.5
12101090,Oil Seeds & Grains,"Hop Cones(Not Ground,Powdered Or Pellets) Fresh Or Dried, Nes",10,0,0,5,0,0
12102000,Oil Seeds & Grains,"Hop Cones, Ground, Powdered Or In Pellets; Lupulin",10,0,15,5,0,7.5
12112010,Oil Seeds & Grains,"Ginseng Roots,Of Fresh Or Dried, Wrapped/Canned upto 2.5 kg",10,0,15,5,0,7.5
12112090,Oil Seeds & Grains,"Ginseng Roots,Of Fresh Or Dried, Nes",10,0,0,5,0,0
12113010,Oil Seeds & Grains,"COCO LEAF, WRAPPED/CANNED upto 2.5 kg",10,0,15,5,0,7.5
12113090,Oil Seeds & Grains,"COCO LEAF, Nes",10,0,0,5,0,0
12114010,Oil Seeds & Grains,"POPPY STRAW, WRAPPED/CANNED upto 2.5 kg",10,0,15,5,0,7.5
12114090,Oil Seeds & Grains,"POPPY STRAW, Nes",10,0,0,5,0,0
12115010,Oil Seeds & Grains,Ephedra,10,0,15,5,0,7.5
12115090,Oil Seeds & Grains,Ephedra,10,0,15,5,0,7.5
12116010,Oil Seeds & Grains,Bark of African cherry (Prunus africana),10,0,15,5,0,7.5
12116090,Oil Seeds & Grains,Bark of African cherry (Prunus africana),10,0,15,5,0,7.5
12119011,Oil Seeds & Grains,"Plants Or Parts, Used In Perfume...,Nes, Wrapped/Canned upto 2.5 kg",10,0,15,5,0,7.5
12119019,Oil Seeds & Grains,"Plants Or Parts,Used In Perfumery, Nes, (Excl. Wrapped/Canned upto 2.5 kg)",10,0,0,5,0,0
12119021,Oil Seeds & Grains,"Plants Or Parts, Used In Pharmacy, Nes, Wrapped/Canned upto 2.5 kg",10,0,15,5,0,7.5
12119029,Oil Seeds & Grains,"Plants Or Parts, Used In Pharmacy, Nes, (Excl. Wrapped/Canned upto 2.5 kg)",10,0,0,5,0,0
12119091,Oil Seeds & Grains,"Plants Or Parts, Used In Insecticide..., Similar Purpose,Nes, Wrap./Cann upto 2.5 kg",10,0,15,5,0,7.5
12119099,Oil Seeds & Grains,"Plants Or Parts, Used In Insecticide..., Similar Purpose,Nes, Wrap./Cann upto 2.5 kg",10,0,0,5,0,0
12122111,Oil Seeds & Grains,Seaweeds and other algae: Fit for human consumption Wrapped/canned upto 2.5 Kg,10,0,15,5,0,7.5
12122119,Oil Seeds & Grains,Seaweeds and other algae: Fit for human consumption EXCL. Wrapped/canned upto 2.5 Kg,10,0,0,5,0,0
12122911,Oil Seeds & Grains,Seaweeds and other algae: Other than Fit for human consumption Wrapped/canned upto 2.5,10,0,15,5,0,7.5
12122919,Oil Seeds & Grains,Seaweeds and other algae: Other than Fit for human consumption EXCL. Wrapped/canned upto,10,0,0,5,0,0
12129110,Oil Seeds & Grains,"Sugar Beet, Fresh, Dried, Chilled Or Frozen, Wrapped/Canned upto 2.5 kg",10,0,15,5,0,7.5
12129190,Oil Seeds & Grains,"Sugar Beet, Fresh, Dried, Chilled Or Frozen, Nes",10,0,0,5,0,0
12129210,Oil Seeds & Grains,Locust beans (carob)Wrapped/canned upto 2.5 Kg,10,0,15,5,0,7.5
12129290,Oil Seeds & Grains,"Other Locust beans (carob), EXCL. Wrapped/canned upto 2.5 Kg",10,0,0,5,0,0
12129310,Oil Seeds & Grains,Sugar cane Wrapped/canned upto 2.5 Kg,10,0,15,5,0,7.5
12129390,Oil Seeds & Grains,"Other Sugar cane, EXCL. Wrapped/canned upto 2.5 Kg",10,0,0,5,0,0
12129410,Oil Seeds & Grains,Chicory roots Wrapped/canned upto 2.5 Kg,10,0,15,5,0,7.5
12129490,Oil Seeds & Grains,"Other Chicory roots, EXCL. Wrapped/canned upto 2.5 kg",10,0,0,5,0,0
12129910,Oil Seeds & Grains,"Vegetable Products Used Primarily For Human...Fresh/Drd,Nes,Wrapp/Can. upto 2.5kg",10,0,15,5,0,7.5
12129990,Oil Seeds & Grains,"Vegetable Products Used Primarily For Human..,Fresh/Drd Nes,(Excl. Wrap/Can upto 2.5 kg)",10,0,0,5,0,0
12130010,Oil Seeds & Grains,"Cereal Straw And Husks, Wrapped/Canned upto 2.5 kg",5,0,15,5,0,7.5
12130090,Oil Seeds & Grains,"Cereal Straw And Husks, Nes",5,0,0,5,0,0
12141010,Oil Seeds & Grains,"Lucerne (Alfalfa) Meal And Pellets, Wrapped/Canned upto 2.5 kg",5,0,15,5,0,7.5
12141090,Oil Seeds & Grains,"Lucerne (Alfalfa) Meal And Pellets, Nes",5,0,0,5,0,0
12149010,Oil Seeds & Grains,"Other Forage Products,Nes, Wrapped/Canned upto 2.5 kg",5,0,15,5,0,7.5
12149090,Oil Seeds & Grains,"Other Forage Products, Nes, (Excl. Wrapped/Canned upto 2.5 kg)",5,0,0,5,0,0
13012000,"Lac, Gums & Resins",Gum Arabic,5,0,0,5,5,0
13019000,"Lac, Gums & Resins","Natural gums, resins, gum-resins,natural oleoresesins and balsams (excl. gum arabic)",5,0,0,5,5,0
13021100,"Lac, Gums & Resins",Opium Vegetable Sap For Pharma,10,0,0,5,0,0
13021200,"Lac, Gums & Resins",Liquorice Sap And Extract,10,0,0,5,0,0
13021300,"Lac, Gums & Resins",Hop Sap And Extract,10,0,0,5,0,0
13021400,"Lac, Gums & Resins",Vegetable saps and extracts: Of ephedra,10,0,0,5,0,0
13021900,"Lac, Gums & Resins","Other Vegetable Saps And Extracts,Nes(Exl.Opium,Liquorice,Hops,Pyrethrum).",10,0,0,5,0,0
13022000,"Lac, Gums & Resins","Pectic Substances, Pectinates And Pectates",10,0,0,5,0,0
13023100,"Lac, Gums & Resins",Agar-Agar,10,0,0,5,0,0
13023200,"Lac, Gums & Resins","Mucilages And Thickeners Of Locust Beans, Bean Seeds And Guar Seeds",10,0,0,5,0,0
13023900,"Lac, Gums & Resins","Mucilages&Thickeners,Derived From Veg.Prod.(Ex.Locastbeans/Seeds,Guarseeds",10,0,0,5,0,0
14011000,Vegetable Plaiting Materials,Bamboos,5,0,0,5,0,0
14012000,Vegetable Plaiting Materials,Rattans,10,0,0,5,0,0
14019010,Vegetable Plaiting Materials,Areca Leaves; Sal Leaves; Siali Leaves; Polash Leaves,5,0,15,5,0,7.5
14019090,Vegetable Plaiting Materials,Other than Areca Leaves; Sal Leaves; Siali Leaves; Polash Leaves,10,0,15,5,0,7.5
14042010,Vegetable Plaiting Materials,"Cotton Linters, Wrapped/Canned upto 2.5 kg",10,0,15,5,0,7.5
14042090,Vegetable Plaiting Materials,"Cotton Linters, Nes",10,0,0,5,0,0
14049011,Vegetable Plaiting Materials,"Tendu Leaves (Biri Leaves),Wrapped/Canned upto 2.5 kg",25,0,15,5,3,7.5
14049019,Vegetable Plaiting Materials,"Tendu Leaves (Biri Leaves),Nes",25,0,0,5,3,0
14049091,Vegetable Plaiting Materials,"Vegetable Products, Nes Wraped/Canned upto 2.5 kg",10,0,15,5,0,7.5
14049092,Vegetable Plaiting Materials,BETEL LEAVES,10,0,15,5,0,7.5
14049099,Vegetable Plaiting Materials,"Vegetable Products, Nes (Excl. Wrapped/Canned upto 2.5 kg)",10,0,0,5,0,0
15011000,Animal/Vegetable Fats & Oils,Pig fat Lard,25,0,15,5,3,7.5
15012000,Animal/Vegetable Fats & Oils,Other pig fat,25,0,15,5,3,7.5
15019000,Animal/Vegetable Fats & Oils,"Poultry fat, other than that of heading 0209 or 1503",25,0,15,5,3,7.5
15021000,Animal/Vegetable Fats & Oils,"Fats of bovine animals, sheep or goats, Tallow",25,0,15,5,3,7.5
15029000,Animal/Vegetable Fats & Oils,"Fats of bovine animals, sheep or goats, EXCL. Tallow",25,0,15,5,3,7.5
15030000,Animal/Vegetable Fats & Oils,"LARD STEARIN, LARD OIL, OLEOSTEARIN, OLEO-OIL AND TALLOWOIL, NOT EMULSIFIED OR MIX..",25,0,15,5,3,7.5
15041000,Animal/Vegetable Fats & Oils,Fish-Liver Oils And Their Fractions,10,0,15,5,0,7.5
15042000,Animal/Vegetable Fats & Oils,"Fish Fats, Oils And Fractions (Excl. Fish Liver Oils)",10,0,15,5,0,7.5
15043000,Animal/Vegetable Fats & Oils,"Marine Mammal Fats, Oils And Their Fractions",10,0,15,5,0,7.5
15050000,Animal/Vegetable Fats & Oils,Wool grease and fatty substances derived therefrom(including lanolin).,10,0,15,5,0,7.5
15060000,Animal/Vegetable Fats & Oils,Other Animal Fats And Oils And Their Fractions,10,0,15,5,0,7.5
15071000,Animal/Vegetable Fats & Oils,"CRUDE OIL, WHETHER OR NOT DEGUMMED",0,0,15,0,0,7.5
15079010,Animal/Vegetable Fats & Oils,Refined Soya-Bean Oil,0,0,15,0,0,7.5
15079090,Animal/Vegetable Fats & Oils,Other Soya-Bean Oil,0,0,15,0,0,7.5
15081000,Animal/Vegetable Fats & Oils,Crude Ground-Nut Oil,10,0,15,5,0,7.5
15089000,Animal/Vegetable Fats & Oils,"Ground-Nut Oil (Excl. Crude) And Fractions,Not Che.Modified",10,0,15,5,0,7.5
15092010,Animal/Vegetable Fats & Oils,Extra virgin olive oil,25,0,15,5,3,7.5
15092090,Animal/Vegetable Fats & Oils,Extra virgin olive oil,10,0,15,5,0,7.5
15093010,Animal/Vegetable Fats & Oils,Virgin olive oil,25,0,15,5,3,7.5
15093090,Animal/Vegetable Fats & Oils,Virgin olive oil,10,0,15,5,0,7.5
15094010,Animal/Vegetable Fats & Oils,Other virgin olive oils,25,0,15,5,3,7.5
15094090,Animal/Vegetable Fats & Oils,Other virgin olive oils,10,0,15,5,0,7.5
15099010,Animal/Vegetable Fats & Oils,Olive oil and fractions (excl. virgin) wrapped/canned upto 2.5kg,25,0,15,5,3,7.5
15099090,Animal/Vegetable Fats & Oils,Olive oil and fractions (excl. virgin) Excl. wrapped/canned upto 2.5kg,10,0,15,5,0,7.5
15101000,Animal/Vegetable Fats & Oils,Crude olive pomace oil,25,0,15,5,3,7.5
15109000,Animal/Vegetable Fats & Oils,"Crude olive pomace oil, OTHERS",25,0,15,5,3,7.5
15111000,Animal/Vegetable Fats & Oils,Crude oil,10,0,0,0,0,7.5
15119011,Animal/Vegetable Fats & Oils,Rbd Palm Stearin,10,0,15,5,0,7.5
15119019,Animal/Vegetable Fats & Oils,Solidified Or Hardened By Mechanical Treatment(Excl. Rbd Palm Stearin),25,0,15,5,3,7.5
15119090,Animal/Vegetable Fats & Oils,Palm Oil(Excl.Cude)&Its Fractns....Nes.Incld.Refiend Palm Oil,0,0,15,0,0,7.5
15121100,Animal/Vegetable Fats & Oils,Crude Sunflower-Seed Oil And Safflower Oil,5,0,15,5,0,7.5
15121900,Animal/Vegetable Fats & Oils,Sunflower-Seed And Safflower Oil (Excl. Crude) And Fractions Thereof,10,0,15,0,0,7.5
15122100,Animal/Vegetable Fats & Oils,"Crude Cotton-Seed Oil,Whether Or Not Gossypol Has Been Removed",10,0,15,5,0,7.5
15122900,Animal/Vegetable Fats & Oils,"Refined Cotton-Seed Oil & Its Fractns, Not Chemically Modifd",10,0,15,5,0,7.5
15131100,Animal/Vegetable Fats & Oils,Crude Coconut (Copra) Oil,25,0,15,5,3,7.5
15131900,Animal/Vegetable Fats & Oils,"Coconut (copra) oil (excl. crude) & its fractions, refined or not but not chem. modified",25,30,15,5,3,7.5
15132100,Animal/Vegetable Fats & Oils,Crude Palm Kernel Or Babassu Oil,10,0,15,5,0,7.5
15132900,Animal/Vegetable Fats & Oils,"Refined Palm Kernel/Babassu Oil & Fractions,Not Chem.Modifd",25,0,15,5,0,7.5
15141100,Animal/Vegetable Fats & Oils,"LOW ERUIC ACID RAPE OR COLZA OIL AND ITS FRACTIONS, CRUDE OIL",10,0,15,5,0,7.5
15141900,Animal/Vegetable Fats & Oils,"LOW ERUIC ACID RAPE OR COLZA OIL AND ITS FRACTIONS, EXCL. CRUDE OIL",25,0,15,5,3,7.5
15149100,Animal/Vegetable Fats & Oils,OTHER CRUDE OIL,10,0,15,5,10,7.5
15149900,Animal/Vegetable Fats & Oils,"RAPE,COLZA OR MUSTARD OIL&FRAC.THEREOF,WHET.OR NOT REF.BUT NOT CHE.MOD.NES",25,0,15,5,3,7.5
15151100,Animal/Vegetable Fats & Oils,Crude Linseed Oil,10,0,15,5,0,7.5
15151900,Animal/Vegetable Fats & Oils,"Refined Inseed Oil & Fractions,Not Chemically Modified",10,0,15,5,0,7.5
15152100,Animal/Vegetable Fats & Oils,Crude Maize (Corn) Oil,10,0,15,5,0,7.5
15152900,Animal/Vegetable Fats & Oils,"Refined Maize (Corn) Oil & Fractions,Not Chemically Modifd",10,0,15,0,0,7.5
15153000,Animal/Vegetable Fats & Oils,Castor Oil And Its Fractions,10,0,15,5,0,7.5
15155000,Animal/Vegetable Fats & Oils,Sesame Oil And Fractions,10,0,15,5,0,7.5
15156000,Animal/Vegetable Fats & Oils,Microbial fats and oils and their fractions,10,0,15,5,0,7.5
15159000,Animal/Vegetable Fats & Oils,"Oth.Fixed Veg.Oil,Fats & Frac.,Nes(Ex.Maize/Castor/Tung/Sesamre/Jojobaoil)",10,0,15,5,0,7.5
15161000,Animal/Vegetable Fats & Oils,"Animal Fats And Oils And Fractions, Hydrogenated, Etc",10,0,15,5,0,7.5
15162000,Animal/Vegetable Fats & Oils,"Vegetable fats and oils and their fractions, hydrogenated, etc",10,0,15,5,0,7.5
15163000,Animal/Vegetable Fats & Oils,Microbial fats and oils and their fractions,10,0,15,5,0,7.5
15171010,Animal/Vegetable Fats & Oils,"Margarine, excluding liquid margarine in 10kg or above packing",10,0,15,5,0,7.5
15171090,Animal/Vegetable Fats & Oils,"Margarine, excl liquid margarine other than 10kg or above packing",25,0,15,5,3,7.5
15179000,Animal/Vegetable Fats & Oils,"Edible Preparations Of Animal/Veg.Fats And Oils,Nes Incld.Liquid Margarine",25,0,15,5,3,7.5
15180000,Animal/Vegetable Fats & Oils,"Animal Or Vegetable Fats And Oils... Chemically Modified, Nes",10,0,15,5,0,7.5
15200000,Animal/Vegetable Fats & Oils,"Glycerol, Crude, Glycerol Waters And Glycerol Lyes",25,0,15,5,3,7.5
15211000,Animal/Vegetable Fats & Oils,Vegetable waxes (excl. triglycerides),10,0,15,5,0,7.5
15219000,Animal/Vegetable Fats & Oils,"Beeswax, other insect waxes and spermaceti",10,0,15,5,0,7.5
15220000,Animal/Vegetable Fats & Oils,Degras; Residues Of Fatty Substances Or Animal Or Vegetable Waxes,10,0,15,5,0,7.5
16010000,Prepared Meat/Fish,"Sausages &Similar Prod.;Of Meat,Meat Offal,Blood,Prep.Based On These Prod.",25,0,15,5,3,7.5
16021000,Prepared Meat/Fish,"Homogenized Preparations Of Meat, Meat Offal Or Blood",25,0,15,5,3,7.5
16022000,Prepared Meat/Fish,Preparations Of Animal Liver,25,0,15,5,3,7.5
16023100,Prepared Meat/Fish,Preparations Of Turkey Meat.Offal Or Blood,25,0,15,5,3,7.5
16023200,Prepared Meat/Fish,"Prepared/Preserved Meat,Offal/Blood Of Fowls Of Species Gallus Domesticus",25,0,15,5,3,7.5
16023900,Prepared Meat/Fish,Preparations Of Poultry(Exc.Turkey/Fowls Of Species Gallus Domesticus),25,0,15,5,3,7.5
16024100,Prepared Meat/Fish,"Preparations Of Swine, Hams And Cuts",25,0,15,5,3,7.5
16024200,Prepared Meat/Fish,"Preparations Of Swine, Shoulders And Cuts",25,0,15,5,3,7.5
16024900,Prepared Meat/Fish,"Preparations Of Swine Meat, Including Mixtures, Nes",25,0,15,5,3,7.5
16025000,Prepared Meat/Fish,Preparations Of Meat Of Bovine Animals,25,0,15,5,3,7.5
16029000,Prepared Meat/Fish,"Preparations Of Meat (Incl.Preparations Of Blood Of Any Animal), Nes",25,0,15,5,3,7.5
16030000,Prepared Meat/Fish,"Extracts And Juices Of Meat,Fish Crus.,Mollus And Aquatic Invertebrates",25,0,15,5,3,7.5
16041100,Prepared Meat/Fish,Prepared Or Preserved Salmon (Not Minced) Whole/Inpieces,25,0,15,5,3,7.5
16041200,Prepared Meat/Fish,Prepared Or Preserved Herrings (Not Minced) Whole/Inpieces,25,0,15,5,3,7.5
16041300,Prepared Meat/Fish,"Prep/Preserved Sardines,Sardinella,Brisling/Sprats(Not Minced)Whl/Inpieces",25,0,15,5,3,7.5
16041400,Prepared Meat/Fish,"Prep./Preserved Tuna,Skipjack & Bonito Ex.Minced Whole/Inpieces",25,0,15,5,3,7.5
16041500,Prepared Meat/Fish,Prepared Or Preserved Mackerel (Not Minced) Whole/Inpieces,25,0,15,5,3,7.5
16041600,Prepared Meat/Fish,Prepared Or Preserved Anchovies (Excl. Minced) Whole/Inpieces,25,0,15,5,3,7.5
16041700,Prepared Meat/Fish,Eels,25,0,15,5,3,7.5
16041800,Prepared Meat/Fish,Shark Fish,25,0,15,5,3,7.5
16041900,Prepared Meat/Fish,"Prepared Or Preserved Fish (Not Minced), Nes, Whole/Inpieces",25,0,15,5,3,7.5
16042000,Prepared Meat/Fish,"Other Prepared Or Preserved Fish, Including Minced, Nes",25,0,15,5,3,7.5
16043100,Prepared Meat/Fish,Caviar,25,0,15,5,3,7.5
16043200,Prepared Meat/Fish,Caviar substitutes,25,0,15,5,3,7.5
16051000,Prepared Meat/Fish,"Crab, Prepared Or Preserved",25,0,15,5,3,7.5
16052100,Prepared Meat/Fish,Shrimps and prawns Not in airtight container,25,0,15,5,3,7.5
16052900,Prepared Meat/Fish,Shrimps and prawns in airtight container,25,0,15,5,3,7.5
16053000,Prepared Meat/Fish,"Lobster, Prepared Or Preserved",25,0,15,5,3,7.5
16054000,Prepared Meat/Fish,"Oth Crustaceans,Prepared Or Preserved (Ex.Crab,Shrimps,Prawns & Lobsters",25,0,15,5,3,7.5
16055100,Prepared Meat/Fish,Oysters,25,0,15,5,3,7.5
16055200,Prepared Meat/Fish,"Scallops, including queen scallops",25,0,15,5,3,7.5
16055300,Prepared Meat/Fish,Mussels,25,0,15,5,3,7.5
16055400,Prepared Meat/Fish,Cuttle fish and squid,25,0,15,5,3,7.5
16055500,Prepared Meat/Fish,Octopus,25,0,15,5,3,7.5
16055600,Prepared Meat/Fish,"Clams, cockles and arkshells",25,0,15,5,3,7.5
16055700,Prepared Meat/Fish,Abalone,25,0,15,5,3,7.5
16055800,Prepared Meat/Fish,"Snails, other than sea snails",25,0,15,5,3,7.5
16055900,Prepared Meat/Fish,Other Molluscs :,25,0,15,5,3,7.5
16056100,Prepared Meat/Fish,Sea cucumbers,25,0,15,5,3,7.5
16056200,Prepared Meat/Fish,Sea urchins,25,0,15,5,3,7.5
16056300,Prepared Meat/Fish,Jellyfish,25,0,15,5,3,7.5
16056900,Prepared Meat/Fish,Other aquatic invertebrates :,25,0,15,5,3,7.5
17011200,Sugars & Confectionery,Other cane sugar,3000,0,15,0,15,7.5
17011300,Sugars & Confectionery,Cane sugar specified in Subheading Note 2 to this Chapter,3000,0,15,0,15,7.5
17011400,Sugars & Confectionery,Other cane sugar,3000,0,15,2,15,7.5
17019100,Sugars & Confectionery,"Cane Or Beet Sugar, Containing Added Flavouring Or Colouring",6000,0,15,5,30,7.5
17019900,Sugars & Confectionery,"Cane Or Beet Sugar, In Solid Form, Nes Including Chemically Kue Sucoose",4000,0,15,5,15,7.5
17021100,Sugars & Confectionery,Lactose And Lactose Syrup Cont.By Weight>=99% Lactose Calc. On Dry Matter,25,0,15,5,3,7.5
17021900,Sugars & Confectionery,Lactose And Lactose Syrup Cont.By Weight <99% Lactose Calc. On Dry Matter,25,0,15,5,3,7.5
17022000,Sugars & Confectionery,Maple Sugar And Maple Syrup,25,0,15,5,3,7.5
17023010,Sugars & Confectionery,"Dextrose, Anhydrous/Monohydrate Bp/Vsp Pyrogen Free",25,20,15,5,3,7.5
17023020,Sugars & Confectionery,"Glucose & Glucose Syrup,Containing <20% Fructose,Liquid Glucose",25,20,15,5,3,7.5
17023090,Sugars & Confectionery,"GLUCOSE AND GLUCOSE SYRUP, NOT CONTAINING FRUCTOSE OR CONTAINING.. EXCL. LIQUID GLUCO",25,20,15,5,3,7.5
17024000,Sugars & Confectionery,"Glucose And Glucose Syrup, Containing >=20% But <50% Fructose",25,20,15,5,3,7.5
17025000,Sugars & Confectionery,Chemically Pure Fructose,25,0,15,5,3,7.5
17026000,Sugars & Confectionery,"Other Fructose And Fructose Syrup, Containing >50% Fructose",25,0,15,5,3,7.5
17029000,Sugars & Confectionery,"Artificial honey, caramel and other sugars (incl. invert sugar), nes",25,0,15,5,3,7.5
17031000,Sugars & Confectionery,Cane Molasses Resulting From The Extraction Or Refining Of Sugar,10,0,15,5,0,7.5
17039000,Sugars & Confectionery,Oth.Molasses Resulting From The Extraction/Refining Of Sugar (Ex.Cane),25,0,15,5,3,7.5
17041010,Sugars & Confectionery,"Chewing Gum Not Containing Cocoa, TV",25,45,15,5,3,7.5
17041090,Sugars & Confectionery,Chewing gum excl. Put up for retail sale,25,45,15,5,3,7.5
17049010,Sugars & Confectionery,"Sugar confe (incl. white chocolate), not cont cocoa,nes Put up for retail sale",25,45,15,5,3,7.5
17049090,Sugars & Confectionery,"Sugar confei (incl. whit chocole), not cont cocoa, nes excl. Put up for retail sale",25,45,15,5,3,7.5
18010000,Cocoa Products,"Cocoa Beans, Whole Or Broken, Raw Or Roasted",10,0,15,5,0,7.5
18020000,Cocoa Products,"Cocoa Shells, Husks, Skins And Other Cocoa Waste",10,0,15,5,0,7.5
18031000,Cocoa Products,"Cocoa Paste, Not Defatted",10,0,15,5,0,7.5
18032000,Cocoa Products,"Cocoa Paste, Wholly Or Partly Defatted",10,0,15,5,0,7.5
18040000,Cocoa Products,"Cocoa Butter, Fat And Oil",10,0,15,5,0,7.5
18050000,Cocoa Products,"Cocoa Powder, Not Containing Added Sugar Or Other Sweetening Matter",25,0,15,5,3,7.5
18061000,Cocoa Products,"Cocoa Powder, Containing Added Sugar Or Other Sweetening Matter",25,0,15,5,3,7.5
18062000,Cocoa Products,"OTHER PREPARATIONS IN BLOCKS, SLABS OR BARS WEIGHING MORE THAN 2 KG, OR IN LIQUID..",25,45,15,5,3,7.5
18063100,Cocoa Products,"Chocolate, Etc, Containing Cocoa, In Blocks, Slabs Or Bars, Filled, TV",25,45,15,5,3,7.5
18063200,Cocoa Products,"Chocolate, Etc, Containing Cocoa In Blocks, Slabs Or Bars, Not Filled, TV",25,45,15,5,3,7.5
18069000,Cocoa Products,"OTHER CHOCOLATE & OTHER FOOD PREPARA. CONTAININGS COCOA, EXCL. FILLED/NOT FILLE, TV",25,20,15,5,3,7.5
19011000,Cereal Preparations,"Preparations suitable for infants or young children, put up for retail sale",25,20,15,5,3,7.5
19012000,Cereal Preparations,Mixes And Doughs For Preparation Of Bakers Wares Of 19.05,25,20,15,5,3,7.5
19019011,Cereal Preparations,Filled milk powder,25,0,15,5,3,7.5
19019019,Cereal Preparations,food prep s of goods excl. Filled milk powder imp by VAT reg milk products manu ind,25,0,15,5,3,7.5
19019020,Cereal Preparations,Dry mixed ingredients of food preparations,25,0,15,5,3,7.5
19019030,Cereal Preparations,Preparations for infant or young children,25,0,15,5,3,7.5
19019040,Cereal Preparations,"Nutritional supplement for pregnant women and breast feeding mothers, put up for",25,0,15,5,3,7.5
19019090,Cereal Preparations,Others,25,20,15,5,0,7.5
19021100,Cereal Preparations,Uncooked Pasta Containing Eggs Not Stuffed,25,20,15,5,3,7.5
19021900,Cereal Preparations,"Uncooked Pasta, Not Containing Eggs, Not Stuffed",25,20,15,5,3,7.5
19022000,Cereal Preparations,"Stuffed Pasta, Whether Or Not Cooked/Prepared",25,20,15,5,3,7.5
19023000,Cereal Preparations,"Other Pasta, Nes",25,20,15,5,3,7.5
19024000,Cereal Preparations,Couscous,25,20,15,5,3,7.5
19030000,Cereal Preparations,"Tapioca & Substitutes Prpd.From Starch In Flakes,Grains,Pearls,Sifting Etc",10,0,15,5,0,7.5
19041000,Cereal Preparations,Prepared food obtained by the swelling or roasting of cereals or cereal products,25,20,15,5,3,7.5
19042000,Cereal Preparations,Prepared Foods Obtned From Unroasted Cereal Flakes/Mixtures Unroasted/Rstd,25,20,15,5,3,7.5
19043000,Cereal Preparations,BULGUR WHEAT,25,20,15,5,3,7.5
19049000,Cereal Preparations,"Cereals In Grain,Flakes,Worked Grains,Precooked,Otherwise Prepared, Nes",25,20,15,5,3,7.5
19051000,Cereal Preparations,Crispbread,25,0,15,5,3,7.5
19052000,Cereal Preparations,Gingerbread And The Like,25,0,15,5,3,7.5
19053100,Cereal Preparations,"SWEET BISCUITS, TV",25,45,15,5,3,7.5
19053200,Cereal Preparations,"WAFFLES AND WAFERS, TV",25,45,15,5,3,7.5
19054000,Cereal Preparations,"Rusks, Toasted Bread And Similar Toasted Products",25,45,15,5,3,7.5
19059000,Cereal Preparations,"Pastry,Cakes,Other Bread, Etc, Nes; Communion Wafers, Rice Paper, Etc, TV",25,45,15,5,3,7.5
20011000,Prepared Vegetables/Fruits,"Cucumbers And Gherkins,Prepared On Preserved By Vinegar Or Acetic Acid",25,0,15,5,3,7.5
20019000,Prepared Vegetables/Fruits,"Oth.Veg.Fruits,Nuts&Edible Parts Of Plants Preserved By Vinegar/Acetic Aci",25,0,15,5,3,7.5
20021000,Prepared Vegetables/Fruits,"Tomatoes, Whole Or In Pieces, Preserved Other Than By Vinegar, Etc",25,0,15,5,3,7.5
20029000,Prepared Vegetables/Fruits,"Tomatoes,Oth.Than Whole Or Pieces Preserved Otherwise Than By Vinegar,Nes",25,0,15,5,3,7.5
20031000,Prepared Vegetables/Fruits,"Mushrooms, Preserved Otherwise Than By Vinegar Or Acetic Acid",25,0,15,5,3,7.5
20039000,Prepared Vegetables/Fruits,"OTHER MUSHROOMS&TRUFFLES,PREPARED OR PRESE.OTHERW.THAN BY VINE.ACETIC ACID",25,0,15,5,3,7.5
20041000,Prepared Vegetables/Fruits,"Potatoes,Preserved Not By Vinegar/Acetic Acid,Frozen (Excl.Prods. Of 2006)",25,0,15,5,3,7.5
20049000,Prepared Vegetables/Fruits,"Vegetables Nes Preserved Not By Vinegar Etc, Frozen (Excl.Prods Of 2006)",25,0,15,5,3,7.5
20051000,Prepared Vegetables/Fruits,"Homogenised Vegetable, Preserved Other Than By Vinegar, Etc, Not Frozen",25,0,15,5,3,7.5
20052000,Prepared Vegetables/Fruits,"Potatoes, Preserved Other Than By Vinegar Or Acetic Acid, Not Frozen",25,45,15,5,3,7.5
20054000,Prepared Vegetables/Fruits,"Peas, Preserved Other Than By Vinegar Or Acetic Acid, Not Frozen",25,0,15,5,3,7.5
20055100,Prepared Vegetables/Fruits,"Shelled Beans, Preserved Other Than By Vinegar, Etc, Not Frozen",25,0,15,5,3,7.5
20055900,Prepared Vegetables/Fruits,"Beans, Unshelled, Preserved Other Than By Vinegar, Etc, Not Frozen",25,0,15,5,3,7.5
