HS Code,Category,Description,CD (Customs Duty),SD (Supplementary Duty),VAT (Value Added Tax),AIT (Advance Income Tax),RD (Regulatory Duty),AT (Advance Tax)
20056000,Prepared Vegetables/Fruits,"Asparagus, Preserved Other Than By Vinegar Or Acetic Acid, Not Frozen",25,0,15,5,3,7.5
20057000,Prepared Vegetables/Fruits,"Olives, Preserved Other Than By Vinegar Or Acetic Acid, Not Frozen",25,0,15,5,3,7.5
20058000,Prepared Vegetables/Fruits,"Sweetcorn, Preserved Other Than By Vinegar Or Acetic Acid, Not Frozen",25,0,15,5,3,7.5
20059100,Prepared Vegetables/Fruits,Bamboo shoots,25,0,15,5,3,7.5
20059900,Prepared Vegetables/Fruits,"Other vegetables and mixtures of vegetables:, Excl. Bamboo shoots",25,0,15,5,3,7.5
20060000,Prepared Vegetables/Fruits,"Vegetables,Fruit,Nuts,Fruitpeel & Other Parts Of Plants,Preserved By Sugar",25,0,15,5,3,7.5
20071000,Prepared Vegetables/Fruits,"Jams,Fruit Jellies,Marmalades,Homogen.,Nut Purce/Pastes,Cooked Prep,Sweet/",25,20,15,5,3,7.5
20079100,Prepared Vegetables/Fruits,"Jams,Fruit Jellies,Marmalades,Etc,Of Citrus Fruit Oth.Than Homogenised Pre",25,20,15,5,3,7.5
20079900,Prepared Vegetables/Fruits,"Oth.Jams,Fruit Jellies,Marmalades,Nut Purce/Pastes Oth Than Citrus Fruit..",25,20,15,5,3,7.5
20081100,Prepared Vegetables/Fruits,"Ground-Nuts, Prepared On Preserved",25,20,15,5,3,7.5
20081900,Prepared Vegetables/Fruits,"Nuts And Seeds Including Mixtures, Other Than Ground Nuts, Preserved",25,20,15,5,3,7.5
20082000,Prepared Vegetables/Fruits,"Pineapples,Otherwise Prepared Or Preserved (Excl.Those Of 20.06 And 20.07)",25,20,15,5,3,7.5
20083000,Prepared Vegetables/Fruits,"Citrus Fruit,Otherwise Prepared Or Preserved (Excl.Those Of 20.06 & 20.07)",25,20,15,5,3,7.5
20084000,Prepared Vegetables/Fruits,"Pears,Otherwise Prepared Or Preserved (Excl. Those Of 20.06 And 20.07)",25,20,15,5,3,7.5
20085000,Prepared Vegetables/Fruits,"Apricots, Otherwise Prepared Or Preserved (Excl. Those Of 20.06and 20.07)",25,20,15,5,3,7.5
20086000,Prepared Vegetables/Fruits,"Cherries, Otherwise Prepared Or Preserved (Excl. Those Of 20.06 And 20.07)",25,20,15,5,3,7.5
20087000,Prepared Vegetables/Fruits,"Peaches, Otherwise Prepared Or Preserved (Excl. Those Of 20.06 And 20.07)",25,20,15,5,3,7.5
20088000,Prepared Vegetables/Fruits,"Strawberries,Otherwise Prepared Or Preserved (Excl.Those Of 20.06 & 20.07)",25,20,15,5,3,7.5
20089100,Prepared Vegetables/Fruits,"Palm Hearts,Prepared Or Preserved(Excl.Those Of 20.06 And 20.07 & 2008.19)",25,20,15,5,3,7.5
20089300,Prepared Vegetables/Fruits,"Cranberries (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea)",25,20,15,5,3,7.5
20089700,Prepared Vegetables/Fruits,Mixture,25,20,15,5,3,7.5
20089900,Prepared Vegetables/Fruits,"Other fruit, etc, prepared or preserved, nes",25,20,15,5,3,7.5
20091100,Prepared Vegetables/Fruits,"Frzn.Orange Juice,Unfermented,Not Containing Added Spirit,Sweetened Or Not",25,30,15,5,3,7.5
20091200,Prepared Vegetables/Fruits,"ORANGE JUICE UNFORMETED NOT CON.ADDED SPRIT,NOT FROZEN,OF BRIX VALUE<20",25,30,15,5,3,7.5
20091900,Prepared Vegetables/Fruits,"Unfrzn.Orange Juice,Unfermented,Not Containing Added Spirit,Sweetened/Not",25,30,15,5,3,7.5
20092100,Prepared Vegetables/Fruits,GRAPEFRUIT JUICE OF A BRIX VALUE NOT EXCEEDING 20,25,30,15,5,3,7.5
20092900,Prepared Vegetables/Fruits,OTHER GRAPEFRUIT JUICE,25,30,15,5,3,7.5
20093100,Prepared Vegetables/Fruits,JUICE OF ANY OTHER SINGLE CITRUS FRUIT OF A BRIX VALUE NOT EXCEEDING 20,25,30,15,5,3,7.5
20093900,Prepared Vegetables/Fruits,OTHER JUICE OF ANY OTHER SINGLE CITRUS FRUIT EXCL. BRIX VAL.NOT EXCEED.20,25,30,15,5,3,7.5
20094100,Prepared Vegetables/Fruits,PINEAPPLE JUICE OF A BRIX VALUE NOT EXCEEDING 20,25,30,15,5,3,7.5
20094900,Prepared Vegetables/Fruits,OTHER PINEAPPLE JUICE EXCLUDING BRIX VALUE NOT EXCEEDING 20,25,30,15,5,3,7.5
20095000,Prepared Vegetables/Fruits,"Tomato Juice, Unfermented, Not Containing Added Spirit,Sweetened Or Not",25,30,15,5,3,7.5
20096100,Prepared Vegetables/Fruits,GRAPE JUICE (INCLUDING GRAPE MUST) OF A BRIX VALUE NOT EXCEEDING 30,25,30,15,5,3,7.5
20096900,Prepared Vegetables/Fruits,"OTHER, GRAPE JUICE (INCLUDING GRAPE MUST)EXCL. BRIX VALUE NOT EXCEEDING 30",25,30,15,5,3,7.5
20097100,Prepared Vegetables/Fruits,APPLE JUICE OF A BRIX VALUE NOT EXCEEDING 20,25,30,15,5,3,7.5
20097900,Prepared Vegetables/Fruits,"OTHER, APPLE JUICE EXCL. BRIX VALUE NOT EXCEEDING 20",25,30,15,5,3,7.5
20098100,Prepared Vegetables/Fruits,Juice of any other single fruit or vegetable Cranberry Juice,25,30,15,5,3,7.5
20098900,Prepared Vegetables/Fruits,Juice of any other single fruit or vegetable other than Cranberry Juice,25,30,15,5,3,7.5
20099000,Prepared Vegetables/Fruits,"Mixtures Of Juices,Unfermented,Not Cont. Added Spirit,Sweetened Or Not",25,30,15,5,3,7.5
21011100,Miscellaneous Food Preparations,"Extracts, Essences And Concentrates Of Coffee",25,20,15,5,3,7.5
21011200,Miscellaneous Food Preparations,Preparations With A Basis Of Extract/Essence Etc.Or With A Basis Of Coffee,25,20,15,5,3,7.5
21012000,Miscellaneous Food Preparations,"Extracts, Essences, Concentrates And Preparations Of Tea Or Mate",25,20,15,5,3,7.5
21013000,Miscellaneous Food Preparations,"Roasted Coffee Substitutes (Incl.Chicory),Extracts,Essences & Conc.Thereof",25,20,15,5,3,7.5
21021000,Miscellaneous Food Preparations,Active Yeasts,5,0,15,5,0,7.5
21022000,Miscellaneous Food Preparations,"Inactive yeasts; other single-cell micro-organisms, dead",5,0,15,5,0,7.5
21023000,Miscellaneous Food Preparations,Prepared Baking Powders,5,0,15,5,0,7.5
21031000,Miscellaneous Food Preparations,Soya Sauce,25,20,15,5,3,7.5
21032000,Miscellaneous Food Preparations,Tomato Ketchup And Other Tomato Sauces,25,20,15,5,3,7.5
21033000,Miscellaneous Food Preparations,"Mustard Flour And Meal, And Prepared Mustard",25,20,15,5,3,7.5
21039010,Miscellaneous Food Preparations,Mixed seasonings,25,20,15,5,3,7.5
21039090,Miscellaneous Food Preparations,sauce preparations; mixed condiments and seasonings;NES,25,20,15,5,3,7.5
21041000,Miscellaneous Food Preparations,Soups And Broths And Preparations Therefor,25,0,15,5,3,7.5
21042000,Miscellaneous Food Preparations,Homogenized Composite Food Preparations,25,0,15,5,3,7.5
21050000,Miscellaneous Food Preparations,"Ice Cream And Other Edible Ice, Whether Or Not Containing Cocoa",25,20,15,5,3,7.5
21061000,Miscellaneous Food Preparations,Protein Concentrates And Textured Protein Substances,25,0,15,5,3,7.5
21069010,Miscellaneous Food Preparations,Oth.Food Nes.Containing Alcohol Exceeding Alcoholic Strength 0.5% By Volum,25,350,15,5,3,7.5
21069020,Miscellaneous Food Preparations,Beverage concentrate,25,0,15,5,3,7.5
21069030,Miscellaneous Food Preparations,Soya protein-based food preparations,25,0,15,5,3,7.5
21069040,Miscellaneous Food Preparations,Stabilizer for milk,25,10,15,5,3,7.5
21069050,Miscellaneous Food Preparations,Creamer in bulk,25,20,15,5,3,7.5
21069060,Miscellaneous Food Preparations,Food supplement,25,20,15,5,3,7.5
21069090,Miscellaneous Food Preparations,Other food preparations not elsewhere specified or incl.(excl. beverage concentrate),25,20,15,5,3,7.5
22011000,Beverages,"Mineral Waters And Aerated Waters, Unsweetened",25,20,15,5,3,7.5
22019000,Beverages,"OTHER WATER, EXCL.MINERAL WATERS AND AERATED WATERS",25,20,15,5,3,7.5
22021000,Beverages,"Waters (Incl. Mineral And Aerated), With Added Sugar, Sweetener, Etc",25,100,15,5,3,7.5
22029100,Beverages,Non-alcoholic beer,25,100,15,5,3,7.5
22029900,Beverages,"Waters, including mineral waters and aerated waters...Excl. Non-alcoholic beer",25,100,15,5,3,7.5
22030000,Beverages,Beer Made From Malt,25,250,15,5,3,7.5
22041000,Beverages,Sparkling Wine,25,350,15,5,3,7.5
22042100,Beverages,Wine(Not Sparkling);Grape Must With Fermt.Prevt.By Alcohol In: <=2 L Cont.,25,350,15,5,3,7.5
22042200,Beverages,In containers holding more than 2 L but not more than 10 L,25,350,15,5,3,7.5
22042900,Beverages,Wine(Not Sparkling); Grape Must With Fremt.Prevt.By Alcohol In: >=2 L Cont,25,350,15,5,3,7.5
22043000,Beverages,"Other Grape Must, Nes",25,350,15,5,3,7.5
22051000,Beverages,"Vermouth And Other Wine Of Fresh Grapes, Flavoured: <=2 Litre Cont.",25,350,15,5,3,7.5
22059000,Beverages,"Vermouth And Other Wine Of Fresh Grapes, Flavoured: >2 Litre Containers",25,350,15,5,3,7.5
22060000,Beverages,Other Ferment Beverages(E.G.Cider);Mixtures Of Fermented Beverages,25,350,15,5,3,7.5
22071000,Beverages,"Undenatured Ethyl Alcohol, Of Alcoholic Strength >=80% By Vol.",25,0,15,20,3,7.5
22072000,Beverages,Ethyl Alcohol And Other Denatured Spirits Of Any Strength,25,0,15,20,3,7.5
22082000,Beverages,Spirits From Distilled Grape Wine Or Grape Marc,25,350,15,20,3,7.5
22083000,Beverages,Whiskeys,25,350,15,20,3,7.5
22084000,Beverages,Rum And Tafia,25,350,15,20,3,7.5
22085000,Beverages,Gin And Geneva,25,350,15,20,3,7.5
22086000,Beverages,Vodka,25,350,15,20,3,7.5
22087000,Beverages,Liqueurs And Cordials,25,350,15,20,3,7.5
22089000,Beverages,"Other Spirituous Beverages, Nes",25,350,15,20,3,7.5
22090000,Beverages,Vinegar And Substitutes For Vinegar Obtained From Acetic Acid,25,0,15,5,3,7.5
23011010,Food Industry Residues & Animal Feed,"Flours,Meals & Pellets,Of Meat Unfit For Human Consumption;Greaves,Wra/Can.upto 2.5 kg",0,0,0,2,0,7.5
23011090,Food Industry Residues & Animal Feed,"Flours,Meals & Pellets,Of Meat Unfit For Human Consumption;Greaves,W./C.",0,0,0,2,0,0
23012010,Food Industry Residues & Animal Feed,"Flours, meals and pellets, of fish or of crustaceans...wrapped/canned upto 2.5 kg",0,0,0,2,0,0
23012090,Food Industry Residues & Animal Feed,"Flours, meals and pellets, of fish or of crustaceansàExcl.wrapped/canned upto 2.5 kg",0,0,0,2,0,0
23021000,Food Industry Residues & Animal Feed,"Brans, Sharps And Other Residues Of Maize(Corn)",0,0,0,2,0,7.5
23023000,Food Industry Residues & Animal Feed,"Brans, Sharps And Other Residues Of Wheat",0,0,0,2,0,7.5
23024010,Food Industry Residues & Animal Feed,"Brans,Sharps & Oth. Residues Of Oth. Cereals Except Maize,Rice & Wheat",0,0,0,2,0,7.5
23024090,Food Industry Residues & Animal Feed,"Brans,Sharps & Oth. Residues Of Oth. Cereals Except Maize,Rice & Wheat",0,0,0,2,0,7.5
23025000,Food Industry Residues & Animal Feed,"Brans, Sharps And Other Residues Of Leguminous Plants",0,0,0,2,0,7.5
23031000,Food Industry Residues & Animal Feed,Residues Of Starch Manufacture And Similar Residues,0,0,0,2,0,7.5
23032000,Food Industry Residues & Animal Feed,"Beet Pulp, Bagasse And Other Waste Of Sugar Manufacture",0,0,15,2,0,7.5
23033000,Food Industry Residues & Animal Feed,Brewing Or Distilling Dregs And Waste,0,0,15,5,0,7.5
23040000,Food Industry Residues & Animal Feed,"Oil-Cake And Other Solid Residues, Of Soya-Bean Oil",0,0,0,5,5,7.5
23050000,Food Industry Residues & Animal Feed,"Oil-Cake And Other Solid Residues, Of Ground-Nut Oil",5,0,0,2,0,7.5
23061000,Food Industry Residues & Animal Feed,Oil-Cake And Other Solid Residues Of Cotton Seeds,0,0,0,2,5,7.5
23062000,Food Industry Residues & Animal Feed,Oil-Cake And Other Solid Residues Of Linseed,5,0,0,2,0,7.5
23063000,Food Industry Residues & Animal Feed,Oil-Cake And Other Solid Residues Of Sunflower Seeds,5,0,0,2,0,7.5
23064100,Food Industry Residues & Animal Feed,OILCAKE&OTHER SOLID RESIDUES OF RAPE OR COLZA SEEDS OF LOW ERUCIC ACID R/C,10,0,0,2,0,7.5
23064900,Food Industry Residues & Animal Feed,"OIL-CAKE AND OTHER SOLID RESIDUES OF RAPE OR COLZA SEEDS, OTHER",5,0,0,2,0,7.5
23065000,Food Industry Residues & Animal Feed,Oil-Cake And Other Solid Residues Of Coconut Or Copra,5,0,15,2,0,7.5
23066000,Food Industry Residues & Animal Feed,Oil-Cake And Other Solid Residues Of Palm Nuts Or Kernels,0,0,0,2,5,7.5
23069000,Food Industry Residues & Animal Feed,"Oil-Cake And Other Solid Residues, Of Other Vegetable Fats And Oils",5,0,0,2,0,7.5
23070000,Food Industry Residues & Animal Feed,Wine Lees; Argol,5,0,15,5,0,7.5
23080000,Food Industry Residues & Animal Feed,"VEGETABLE MATERIALS&VEG.WASTE,VEG.RESIDUES&BY-PRODUCTS,..ANIMAL FEEDING..",0,0,0,2,0,0
23091000,Food Industry Residues & Animal Feed,"Dog Or Cat Food, Put Up For Retail Sale",25,0,15,5,3,7.5
23099011,Food Industry Residues & Animal Feed,Vitamin or mineral or amino acid or their combination (feed grade),5,0,0,2,0,7.5
23099012,Food Industry Residues & Animal Feed,Vitamin premix or mineral premix or amino acid premix or their combination(feed grade,5,0,0,2,0,7.5
23099013,Food Industry Residues & Animal Feed,Probiotics or Prebiotics or their combinatioin (feed grade),5,0,0,2,0,7.5
23099014,Food Industry Residues & Animal Feed,Essential oil or combination of essential oils (feed grade),5,0,0,2,0,7.5
23099019,Food Industry Residues & Animal Feed,"Oth, Preparations for use in making complete feed or supplementary feed",5,0,0,2,0,7.5
23099021,Food Industry Residues & Animal Feed,Vitamin or mineral or amino acid or their combination (feed grade),10,0,15,5,0,7.5
23099022,Food Industry Residues & Animal Feed,Vitamin premix or mineral premix or amino acid premix or their combination (feed grad,10,0,15,5,0,7.5
23099023,Food Industry Residues & Animal Feed,Probiotics or Prebiotics or their combination (feed grade),10,0,15,5,0,7.5
23099024,Food Industry Residues & Animal Feed,Essential oil or combination of essential oils (feed grade),10,0,15,5,0,7.5
23099029,Food Industry Residues & Animal Feed,"Preparations for use in making complete feed or supplementary feed for fish,NES",10,0,15,5,0,7.5
23099090,Food Industry Residues & Animal Feed,"OTH..Preparations of a kind used in animal feeding. ,OTHER",10,0,0,2,0,7.5
24011000,Tobacco,"Tobacco, Not Stemmed/Stripped",25,100,15,5,3,7.5
24012000,Tobacco,"Tobacco, Partly Or Wholly Stemmed/Stripped",25,100,15,5,3,7.5
24013000,Tobacco,Tobacco Refuse,25,100,15,5,3,7.5
24021000,Tobacco,"Cigars, Cheroots And Cigarillos Containing Tobacco",25,350,15,5,3,7.5
24022000,Tobacco,Cigarettes Containing Tobacco,25,350,15,5,3,7.5
24029000,Tobacco,"Cigars, cigarillos, cigarettes, etc, not containing tobacco",25,150,15,5,3,7.5
24031100,Tobacco,"Smoking tobacco, Water pipe tobacco specified in Subheading Note 1 to this Chapter",25,150,15,5,3,7.5
24031900,Tobacco,"Smoking tobacco, EXCL. Water pipe tobacco specified in Subheading Note 1 to this Chapter",25,150,15,5,3,7.5
24039100,Tobacco,Homogenized Or Reconstituted Tobacco,25,150,15,5,3,7.5
24039900,Tobacco,OTHER MANUFACTURED TOBACCO AND MANUFACTURED TOBACCO..EXCL.HOMOGENISED OR RECONS.TOBACCO,25,150,15,5,3,7.5
24041100,Tobacco,Products intended for inhalation without combustion : Containing/reconstituted tobacc,25,150,15,5,3,7.5
24041200,Tobacco,"Products intended for inhalation without combustion:Other, containing nicotine",25,150,15,5,3,7.5
24041900,Tobacco,"Products intended for inhalation without combustion,NES",25,150,15,5,3,7.5
24049100,Tobacco,"Other,For oral application",25,150,15,5,3,7.5
24049200,Tobacco,"Other,For transdermal application",25,150,15,5,3,7.5
24049910,Tobacco,"Products intended for inhalation without combustion,Other, containing nicotine…nes,ot",25,150,15,5,3,7.5
24049990,Tobacco,"Products intended for inhalation without combustion,Other, containing nicotine…nes,ot",25,150,15,5,3,7.5
25010010,"Salt, Sulphur, Stone & Cement",Pure Sodium Chloride Bp/Usp Pyrogen Free,25,20,15,5,3,7.5
25010020,"Salt, Sulphur, Stone & Cement",Salt (other than pure sodium chlo.)...solution ..salt boulder for crushing & salt in bul,25,20,15,5,3,7.5
25010030,"Salt, Sulphur, Stone & Cement","Rock salt, bhit lobon",25,20,15,5,3,7.5
25010091,"Salt, Sulphur, Stone & Cement",Denatured salt (coloured),25,20,15,5,3,7.5
25010099,"Salt, Sulphur, Stone & Cement",Other Salt,25,20,15,5,3,7.5
25020000,"Salt, Sulphur, Stone & Cement",Unroasted Iron Pyrites,10,0,15,5,0,7.5
25030000,"Salt, Sulphur, Stone & Cement","Sulphur Of All Kinds (Excl. Sublimed, Precipitated And Colloidal Sulphur)",0,0,0,5,0,7.5
25041000,"Salt, Sulphur, Stone & Cement",Natural Graphite In Powder Or In Flakes,5,0,15,5,0,7.5
25049000,"Salt, Sulphur, Stone & Cement",Other Natural Graphite (Excl. In Powder Or In Flakes),5,0,15,5,0,7.5
25051000,"Salt, Sulphur, Stone & Cement",Silica Sands And Quartz Sands,5,0,15,5,0,7.5
25059000,"Salt, Sulphur, Stone & Cement",Natural Sands(Ex.Silica & Quartz Sands & Metal-Bearing Sands Of Ch.26)Nes,5,0,15,5,0,7.5
25061000,"Salt, Sulphur, Stone & Cement",Quartz,5,0,15,5,0,7.5
25062000,"Salt, Sulphur, Stone & Cement",Quartzite,5,0,15,5,0,7.5
25070010,"Salt, Sulphur, Stone & Cement",China clays,15,0,15,5,0,7.5
25070090,"Salt, Sulphur, Stone & Cement","Kaolin And Other Kaolinic Clays, Whether Or Not Calcined",15,0,15,5,0,7.5
25081000,"Salt, Sulphur, Stone & Cement",Bentonite,5,0,15,5,0,7.5
25083000,"Salt, Sulphur, Stone & Cement",Fire-Clay,5,0,15,5,0,7.5
25084010,"Salt, Sulphur, Stone & Cement",Ball clays,10,0,15,5,0,7.5
25084090,"Salt, Sulphur, Stone & Cement","Other Clays, Nes",10,0,15,5,0,7.5
25085000,"Salt, Sulphur, Stone & Cement","Andalusite, Kyanite And Sillimanite",5,0,15,5,0,7.5
25086000,"Salt, Sulphur, Stone & Cement",Mullite,5,0,15,5,0,7.5
25087000,"Salt, Sulphur, Stone & Cement",Chamotte Or Dinas Earths,5,0,15,5,0,7.5
25090000,"Salt, Sulphur, Stone & Cement",CHALK,10,0,15,5,0,7.5
25101000,"Salt, Sulphur, Stone & Cement","NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINIUM CALCIUM PHOSPHATES AND..,UNGROUD",5,0,15,5,0,7.5
25102000,"Salt, Sulphur, Stone & Cement","NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINIUM CALCIUM PHOSPHATES AND..,GROUD",5,0,0,5,0,7.5
25111000,"Salt, Sulphur, Stone & Cement",Natural Barium Sulphate (Barytes),5,0,15,5,0,7.5
25112000,"Salt, Sulphur, Stone & Cement",Natural Barium Carbonate (Whitherife),5,0,15,5,0,7.5
25120000,"Salt, Sulphur, Stone & Cement","Siliceous Fossil Meals (Kieselguhr, Tripolite, Etc); Siliceous Earths",5,0,15,5,0,7.5
25131000,"Salt, Sulphur, Stone & Cement",Pumice stone,5,0,15,5,0,7.5
25132000,"Salt, Sulphur, Stone & Cement","Emery, Natural Corundum, Natural Garnet And Other Natural Abrasives",5,0,15,5,0,7.5
25140000,"Salt, Sulphur, Stone & Cement","Slate, Roughly Trimmed Or Merely Cut Into Blocks On Slabs",25,0,15,5,3,7.5
25151100,"Salt, Sulphur, Stone & Cement","MARBLE AND TRAVERTINE,CRUDE OR ROUGHLY TRIMMED",25,45,15,5,3,7.5
25151200,"Salt, Sulphur, Stone & Cement","Merely cut, by sawing or otherwise, into blocks ....a rectan.. (including square) shape",25,45,15,5,3,7.5
25152000,"Salt, Sulphur, Stone & Cement",Ecaussine And Other Calcareous Building Stone; Alabaster,25,45,15,5,3,7.5
25161100,"Salt, Sulphur, Stone & Cement","GRANITE, CRUDE OR ROUGHLY TRIMMED",25,45,15,5,3,7.5
25161200,"Salt, Sulphur, Stone & Cement","Granite, Merely Cut Into Blocks On Slabs Of A Square Or Rectangular Shape",25,45,15,5,3,7.5
25162000,"Salt, Sulphur, Stone & Cement",Sandstone,5,0,15,5,20,7.5
25169010,"Salt, Sulphur, Stone & Cement",Boulder stone,5,10,15,5,0,7.5
25169090,"Salt, Sulphur, Stone & Cement",Other than Boulder stone,25,0,15,5,3,7.5
25171010,"Salt, Sulphur, Stone & Cement",Flint/grinding pebbles,5,0,15,5,0,7.5
25171090,"Salt, Sulphur, Stone & Cement",Broken or crushed stone,5,30,15,5,0,7.5
25172000,"Salt, Sulphur, Stone & Cement","Macadam Of Slag, Dross Or Similar Industrial Waste",25,0,15,5,3,7.5
25173000,"Salt, Sulphur, Stone & Cement",Tarred Macadam,25,0,15,5,3,7.5
25174100,"Salt, Sulphur, Stone & Cement","Marble Granules, Chippings And Powder",25,0,15,5,3,7.5
25174900,"Salt, Sulphur, Stone & Cement","GRANULES, CHIPPINGS AND POWDER, OF STONES OF HEADING 2515 OR 2516..,EXCL. MARBLE",5,30,15,5,3,7.5
25181000,"Salt, Sulphur, Stone & Cement",Dolomite Not Calcined,5,0,15,5,0,7.5
25182000,"Salt, Sulphur, Stone & Cement",Calcined Dolomite,5,0,15,5,0,7.5
25191000,"Salt, Sulphur, Stone & Cement",NATURAL MAGNESIUM CARBONATE (MAGNESITE),10,0,15,5,0,7.5
25199000,"Salt, Sulphur, Stone & Cement",Magnesia And Other Magnesium Oxide,10,0,15,5,0,7.5
25201010,"Salt, Sulphur, Stone & Cement",Gypsum; Anhydrite,0,0,0,5,0,7.5
25201090,"Salt, Sulphur, Stone & Cement",Gypsum; Anhydrite,5,0,15,5,0,7.5
25202000,"Salt, Sulphur, Stone & Cement",Plasters,5,0,15,5,0,7.5
25210010,"Salt, Sulphur, Stone & Cement",Boulder limestone,5,10,15,5,0,7.5
25210090,"Salt, Sulphur, Stone & Cement",Other,5,30,15,5,0,7.5
25221000,"Salt, Sulphur, Stone & Cement",Quicklime,5,0,15,5,0,7.5
25222000,"Salt, Sulphur, Stone & Cement",Slaked Lime,5,0,15,5,0,7.5
25223000,"Salt, Sulphur, Stone & Cement",Hydraulic Lime,5,0,15,5,0,7.5
25231000,"Salt, Sulphur, Stone & Cement",Cement clinkers,25,0,15,2,3,7.5
25232100,"Salt, Sulphur, Stone & Cement",White Portland Cement,25,20,15,5,3,7.5
25232900,"Salt, Sulphur, Stone & Cement","PORTLAND CEMENT, EXCL WHITE CEMENT, WHETHER OR NOT ARTIFICIALLY COLOURED",25,20,15,5,3,7.5
25233000,"Salt, Sulphur, Stone & Cement",Aluminous cement,25,0,15,5,3,7.5
25239000,"Salt, Sulphur, Stone & Cement",Other Hydraulic Cements,25,0,15,5,3,7.5
25241000,"Salt, Sulphur, Stone & Cement",Crocidolite,25,0,15,5,3,7.5
25249010,"Salt, Sulphur, Stone & Cement",Chrysolite fibre,25,0,15,5,3,7.5
25249090,"Salt, Sulphur, Stone & Cement",Asbestos. Excl. Crocidolite,25,0,15,5,3,7.5
25251000,"Salt, Sulphur, Stone & Cement",Crude Mica And Mica Rifted Into Sheets Or Splittings,5,0,15,5,0,7.5
25252000,"Salt, Sulphur, Stone & Cement",Mica Powder,5,0,15,5,0,7.5
25253000,"Salt, Sulphur, Stone & Cement",Mica Waste,5,0,15,5,0,7.5
25261000,"Salt, Sulphur, Stone & Cement","Natural Steatite, Talc, Not Crushed Or Powdered",10,0,15,5,0,7.5
25262010,"Salt, Sulphur, Stone & Cement","Natural Steatite, Talc, Crushed Or Powdered",10,0,15,5,0,7.5
25262090,"Salt, Sulphur, Stone & Cement","Natural Steatite, Talc, Crushed Or Powdered",10,0,15,5,0,7.5
25280000,"Salt, Sulphur, Stone & Cement",Natural borates and concentrates thereof (whether or not calcined) but not including ..H,10,0,15,5,0,7.5
25291000,"Salt, Sulphur, Stone & Cement",Felspar,5,0,15,5,0,7.5
25292100,"Salt, Sulphur, Stone & Cement",Fluorspar Containing By Weight <=97% Of Calcium Fluoride,5,0,15,5,0,7.5
25292200,"Salt, Sulphur, Stone & Cement",Fluorspar Containing By Weight >97% Of Calcium Fluoride,5,0,15,5,0,7.5
